ID;Ex01;Am01;Re01;Ne01;Ap01;Ex02;Am02;Re02;Ne02;Ap02;Ex03;Am03;Re03;Ne03;Ap03;Ex04;Am04;Re04;Ne04;Ap04;Ex05;Am05;Re05;Ne05;Ap05;Ex06;Am06;Re06;Ne06;Ap06;Ex07;Am07;Re07;Ne07;Ap07;Ex08;Am08;Re08;Ne08;Ap08;Ex09;Am09;Re09;Ne09;Ap09;Ex10;Am10;Re10;Ne10;Ap10;RSES01;RSES02;RSES03;RSES04;RSES05;RSES06;RSES07;RSES08;RSES09;RSES10
2989;4;3;3;2;4;4;4;4;2;3;4;3;3;3;4;4;3;4;2;2;4;3;2;2;3;4;4;3;2;4;4;3;3;2;4;3;3;4;2;3;4;3;3;2;3;4;4;4;2;3;7;6;6;6;6;6;6;6;7;6
2990;2;5;3;2;4;5;5;3;2;4;4;4;4;4;4;2;4;5;2;4;3;5;3;2;4;4;3;3;2;4;3;4;4;3;4;1;4;4;2;2;5;4;4;3;4;2;4;4;2;4;6;6;4;5;6;5;6;5;6;7
2991;3;4;4;2;3;3;4;2;2;5;4;5;4;5;3;3;4;5;4;5;5;5;5;4;4;3;3;4;1;4;3;4;4;2;5;4;5;5;1;3;1;4;4;2;5;3;5;5;1;4;7;7;7;7;7;6;6;7;7;7
2992;3;4;3;3;3;4;3;5;3;3;4;4;3;5;3;4;3;5;3;3;5;5;3;3;4;4;3;4;3;3;3;3;5;3;3;2;4;3;3;4;1;4;3;4;3;2;4;5;3;4;4;5;5;4;6;3;5;4;4;4
2993;4;1;4;3;3;3;5;3;3;3;5;5;3;3;1;4;4;3;3;3;3;5;3;3;4;3;4;3;4;4;3;3;4;3;3;2;4;2;1;2;3;4;3;1;3;3;4;2;1;3;6;7;7;6;7;7;6;7;7;7
2994;4;3;3;2;3;5;3;4;1;2;4;3;4;5;5;3;3;4;1;3;5;2;3;1;3;5;1;5;1;5;5;3;4;3;4;3;4;4;1;4;3;4;4;3;5;4;5;5;1;5;7;5;7;6;6;6;6;4;6;6
2995;4;4;3;2;4;2;5;1;1;1;4;5;1;5;3;1;5;2;2;2;2;4;5;3;3;4;4;1;3;3;3;4;2;3;4;1;5;3;1;1;1;4;4;2;5;1;5;4;1;3;7;7;7;6;7;7;6;2;6;6
2996;3;5;4;2;4;3;5;5;2;4;4;5;5;2;3;3;3;5;1;3;4;3;3;2;3;4;2;4;2;5;4;4;5;1;4;3;3;4;1;3;3;4;4;2;5;4;3;3;1;4;7;7;7;6;6;7;6;4;5;7
2997;3;3;4;4;3;3;3;4;3;4;3;3;3;4;3;4;3;4;4;3;2;3;4;3;3;4;2;4;2;4;2;2;4;2;4;3;2;4;2;3;3;2;4;3;3;4;3;4;2;4;6;6;5;6;6;5;5;3;6;6
2998;5;5;2;1;4;5;4;2;2;4;4;3;3;2;4;4;3;4;2;3;5;5;2;2;4;4;2;2;2;4;5;4;3;3;4;4;3;4;2;3;4;3;2;3;3;4;4;4;2;4;6;6;6;6;6;6;6;6;6;6
2999;5;4;4;1;5;4;4;3;1;4;5;4;5;4;5;5;3;4;2;4;4;4;4;3;5;5;3;4;1;4;5;4;4;1;5;4;4;5;1;4;4;4;4;2;5;4;4;4;1;5;6;6;7;7;7;7;7;6;6;6
3000;4;5;3;4;4;4;5;3;4;5;4;5;5;5;5;3;4;4;4;5;4;5;4;3;4;4;4;3;4;5;2;5;4;3;4;3;5;5;3;3;3;4;4;3;4;2;3;4;2;4;7;6;5;6;7;4;5;1;6;6
3001;2;4;4;3;5;3;4;5;4;3;2;5;4;5;3;2;5;4;4;3;4;5;2;5;4;4;5;4;4;4;2;4;4;4;4;2;4;3;4;3;2;4;3;4;4;3;3;4;4;4;5;6;4;4;6;3;4;2;3;3
3002;4;4;3;3;2;2;4;4;3;3;4;4;3;3;2;3;4;4;3;4;3;4;3;2;3;3;2;4;2;3;4;4;4;2;3;2;4;4;2;1;3;4;3;3;4;2;3;3;2;2;3;5;5;2;4;4;4;3;6;6
3003;3;4;3;4;4;2;3;4;4;3;4;5;3;4;2;2;4;4;5;3;3;4;4;5;4;4;2;5;4;4;2;4;2;4;4;1;3;3;4;1;1;2;2;5;2;4;1;2;5;3;3;5;5;6;5;4;3;4;3;2
3004;4;4;4;3;4;5;5;3;2;4;5;4;4;4;4;5;5;3;4;5;4;5;3;2;4;5;5;4;2;4;5;5;4;3;4;4;4;4;3;3;5;5;3;4;4;4;4;5;2;4;7;7;6;7;5;5;5;7;6;7
3005;4;5;4;3;5;3;5;5;2;4;3;5;5;3;5;3;4;5;2;3;4;4;5;4;4;5;5;5;3;5;3;4;5;2;4;3;4;5;2;5;4;5;5;2;5;2;4;5;2;5;7;7;7;7;7;6;6;7;7;7
3006;3;2;3;2;3;3;4;5;2;3;4;5;3;3;1;2;4;5;3;3;3;2;3;3;2;3;3;4;3;3;3;3;3;2;3;4;4;4;3;2;3;4;4;2;4;3;4;4;3;2;6;6;6;6;6;6;6;6;6;7
3007;4;4;3;2;4;5;4;3;3;3;3;5;4;4;4;3;4;3;3;3;4;5;3;2;4;4;4;3;3;5;3;4;3;2;3;2;4;4;3;2;2;4;3;2;4;2;4;5;2;4;5;5;5;5;5;3;4;2;3;3
3008;4;2;4;2;4;3;3;4;2;3;4;3;3;3;4;3;3;2;2;3;4;2;3;3;4;3;3;2;2;3;4;3;3;4;3;2;4;3;3;2;2;3;3;2;3;3;3;4;2;4;6;5;6;5;4;4;5;5;5;6
3009;4;5;4;1;4;4;5;3;2;5;5;5;4;1;4;5;5;5;2;3;5;5;5;2;5;5;4;5;1;4;5;5;4;3;5;2;5;5;1;3;5;4;4;2;4;4;4;4;1;5;6;6;7;6;7;6;6;7;7;7
3010;4;4;3;4;4;3;4;3;4;3;3;5;4;4;4;3;4;3;4;3;4;4;2;4;4;3;4;3;4;2;4;4;3;4;4;2;4;4;5;3;2;4;3;3;4;4;4;4;2;3;5;5;5;5;5;4;5;5;4;4
3011;5;4;4;2;5;4;5;2;1;5;5;4;5;4;4;5;5;4;2;4;5;5;4;3;5;5;5;5;5;5;5;5;4;1;5;2;5;5;1;4;4;4;4;4;4;4;4;5;2;5;6;6;7;6;6;6;6;7;7;7
3012;4;4;3;1;4;5;5;4;3;4;4;2;4;4;5;4;3;2;2;3;4;2;5;3;4;5;4;2;3;2;5;3;4;4;4;4;3;5;4;3;3;3;4;4;2;5;4;4;3;4;6;7;4;6;2;2;4;2;7;3
3013;4;4;3;3;4;3;4;4;3;4;4;4;5;4;5;2;5;4;2;5;4;4;4;4;5;4;4;4;3;5;4;4;3;3;4;3;2;3;3;3;2;4;4;2;4;4;4;5;2;5;5;6;6;6;1;6;7;6;6;6
3014;3;4;2;4;3;3;3;4;2;2;3;4;4;3;3;3;4;4;2;2;3;2;4;4;4;4;4;3;5;5;3;4;5;3;5;1;4;5;3;1;1;3;1;4;3;1;4;4;2;5;7;6;7;6;7;7;7;7;1;7
3015;3;4;4;2;3;4;4;4;2;3;4;4;4;4;3;4;4;4;2;3;4;4;3;3;2;3;3;4;2;2;4;4;4;2;3;3;4;4;2;2;2;3;2;2;3;4;3;3;2;3;6;6;6;5;6;6;6;6;6;7
3016;3;3;2;2;3;3;4;5;3;4;3;4;3;3;4;3;3;5;2;4;3;4;2;4;4;3;2;4;2;5;3;4;4;3;3;2;4;4;2;3;1;4;3;2;5;3;4;4;2;4;7;7;7;7;7;7;5;2;4;7
3017;3;5;3;4;3;2;4;3;3;4;4;5;3;4;4;1;5;3;3;3;4;2;4;3;4;3;2;4;4;5;3;4;4;4;3;3;4;4;3;2;2;4;4;2;4;2;4;4;2;4;7;6;5;5;3;5;5;4;5;4
3018;4;5;1;3;3;5;5;5;2;2;4;3;3;4;3;3;5;3;2;3;4;1;4;4;4;4;4;4;3;2;3;4;4;4;3;4;4;4;4;3;3;4;3;3;3;2;3;4;3;3;7;7;1;7;4;4;5;1;3;3
3019;4;4;3;2;3;4;4;5;2;4;4;5;4;4;3;4;3;5;1;4;4;3;4;4;3;5;4;5;2;5;4;4;3;2;4;1;4;5;1;1;4;4;2;4;4;4;4;1;1;3;7;7;7;6;7;7;7;7;7;7
3020;5;5;3;4;5;5;4;5;3;5;5;5;5;5;5;3;5;5;3;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;4;4;5;5;3;5;5;4;5;5;4;5;4;5;3;5;7;7;7;7;7;7;6;1;7;7
3021;4;4;3;3;4;3;4;4;3;5;3;5;5;3;4;3;4;5;3;5;3;4;3;3;4;4;2;5;3;5;3;4;3;3;5;4;4;4;2;3;4;4;3;2;4;2;4;3;3;4;7;7;5;7;7;3;6;5;6;7
3022;3;4;3;3;4;4;5;3;3;2;4;5;3;5;2;3;4;4;2;3;2;5;4;5;3;4;4;4;2;4;4;4;3;3;4;1;5;4;3;2;2;4;4;4;4;3;4;3;2;3;7;6;6;6;6;4;6;3;4;6
3023;3;3;3;3;3;3;3;3;3;3;4;2;4;4;4;2;4;2;2;2;4;2;4;4;4;2;4;2;4;2;3;3;2;4;3;3;4;4;3;1;3;4;2;3;4;3;3;2;2;4;5;5;6;4;7;4;5;7;7;7
3024;4;5;3;2;5;4;5;2;2;5;4;5;4;2;5;4;4;4;2;1;4;5;3;2;4;5;3;2;2;3;4;5;4;2;5;4;4;5;1;4;4;3;4;2;5;4;4;4;1;5;7;7;7;6;6;7;7;6;4;7
3025;5;5;3;4;5;5;5;1;3;4;3;3;2;3;5;2;4;3;3;4;4;4;4;4;5;4;3;2;3;3;4;4;4;4;5;2;5;4;2;3;2;4;4;3;4;4;4;5;3;5;6;6;7;6;7;6;6;2;7;7
3026;2;3;5;5;3;4;3;5;4;3;4;4;3;5;3;3;3;5;4;3;4;4;4;4;3;3;4;4;4;3;2;2;5;4;5;3;2;5;4;2;2;4;4;4;2;2;4;2;3;2;2;4;6;4;3;2;2;2;5;6
3027;2;4;3;4;4;2;4;2;3;3;4;5;4;5;3;3;5;5;4;3;3;5;3;5;5;2;4;4;4;3;3;4;4;3;4;1;5;5;3;4;2;4;4;3;4;4;4;3;3;4;7;7;7;7;7;7;7;7;7;7
3028;4;4;4;3;4;3;4;4;3;4;4;4;4;3;3;3;4;4;3;3;3;4;4;3;3;3;3;4;3;3;3;4;4;2;4;2;4;4;2;2;2;4;4;2;3;2;3;3;2;3;6;5;7;5;7;4;5;4;6;6
3029;3;5;3;4;5;4;5;5;2;3;5;5;4;3;1;3;4;5;3;3;4;5;4;2;3;4;2;5;1;3;4;5;4;3;4;3;4;5;4;2;3;3;4;3;3;4;4;4;3;2;5;6;6;6;6;5;5;1;6;7
3030;4;4;3;4;5;4;5;3;3;4;5;5;5;4;5;4;5;4;3;4;5;5;4;3;4;5;5;4;2;5;5;5;4;2;5;5;5;5;2;3;4;4;4;3;4;4;5;4;2;4;7;7;7;7;7;7;6;6;7;7
3031;3;4;4;3;4;3;4;5;3;4;4;4;4;4;2;2;3;5;3;3;3;3;4;2;4;3;2;5;2;4;3;4;4;3;4;3;4;5;3;2;2;3;4;2;4;3;4;4;2;3;6;6;6;6;6;6;5;3;5;6
3032;4;5;3;3;4;4;4;3;3;3;4;5;4;4;3;3;4;4;3;3;4;4;3;2;4;4;2;4;2;2;3;4;4;2;4;2;4;4;2;3;2;4;3;2;4;3;4;4;2;3;7;6;7;6;5;6;6;3;5;6
3033;5;4;3;2;4;3;3;4;2;3;4;3;3;2;3;4;3;4;4;3;4;3;2;2;4;4;2;3;2;4;4;3;3;3;3;4;4;3;1;4;4;2;3;2;4;4;3;3;1;4;6;6;7;6;6;7;7;6;6;6
3034;3;4;3;2;3;4;4;3;3;4;4;4;3;4;4;2;4;4;3;4;3;4;2;4;3;4;3;3;2;4;3;4;2;3;4;2;3;4;3;3;5;4;3;3;4;3;4;5;1;3;7;5;7;4;4;5;5;6;7;7
3035;3;2;3;2;4;1;4;4;2;4;4;4;4;4;2;3;3;4;2;2;2;3;2;3;3;4;4;4;2;4;2;3;4;2;4;2;4;5;1;2;3;4;4;2;4;2;3;4;1;3;6;6;6;6;7;6;6;5;7;7
3036;4;4;4;2;3;4;3;5;2;3;4;4;3;3;3;3;4;4;2;3;4;2;3;2;3;3;2;4;2;4;4;3;3;2;4;3;3;4;2;3;3;4;3;2;3;3;4;4;2;4;7;7;7;6;7;6;6;7;7;7
3037;4;3;2;5;4;4;4;3;4;2;4;4;1;5;4;4;3;2;4;4;4;2;2;4;4;4;4;2;4;3;4;3;3;5;4;2;4;3;5;4;3;2;2;4;4;2;4;2;4;4;3;3;3;5;2;3;3;3;2;3
3038;3;5;4;3;4;4;5;4;2;4;4;4;4;3;2;2;4;4;2;3;4;4;4;2;3;4;3;4;2;4;4;4;5;2;4;1;4;4;2;2;1;4;4;3;4;4;4;4;2;3;6;6;6;6;6;6;5;6;6;6
3039;3;5;2;2;3;4;4;2;3;3;4;5;4;4;3;2;4;4;2;3;4;4;3;3;3;4;3;2;2;4;3;4;4;3;3;2;4;4;2;2;2;4;4;2;4;3;4;4;1;4;7;7;7;6;7;6;6;2;6;7
3040;4;5;4;2;4;4;4;3;2;4;4;5;4;3;4;4;4;5;2;3;4;4;2;2;4;4;3;3;2;4;3;4;4;2;4;3;4;5;2;1;3;4;4;3;4;4;4;4;2;4;6;6;6;5;6;6;6;2;6;7
3041;3;4;3;4;4;3;4;3;3;3;3;4;4;4;3;2;4;4;3;3;3;4;4;3;3;3;2;4;2;4;3;4;4;3;4;2;4;5;3;2;2;4;4;3;4;2;4;4;2;3;6;6;6;6;6;5;6;2;7;7
3042;4;4;3;2;4;3;4;3;2;3;4;5;4;3;4;3;4;4;2;3;3;4;4;2;3;3;3;3;2;3;3;4;4;2;4;2;4;4;2;2;3;4;4;2;4;3;3;3;2;3;6;6;6;6;6;5;5;3;6;6
3043;4;5;4;4;4;3;4;4;2;2;3;5;1;4;2;2;5;5;4;3;4;4;4;4;3;5;5;4;4;4;2;4;5;4;4;2;5;5;3;2;1;5;4;4;4;2;5;4;2;4;7;7;7;6;7;4;6;4;7;7
3044;4;2;4;2;5;4;5;5;1;2;4;5;4;5;3;3;5;5;2;2;3;4;5;2;4;3;3;5;2;4;4;5;5;1;5;1;5;5;1;2;4;4;2;3;4;3;5;5;1;4;7;7;7;7;7;6;5;6;7;7
3045;3;4;3;2;4;3;2;5;2;4;4;4;5;4;5;3;4;5;1;3;3;4;4;2;3;3;1;5;2;5;3;4;5;2;4;3;4;4;2;2;3;4;4;3;4;3;4;2;1;5;7;6;7;7;7;5;6;6;7;7
3046;4;4;3;3;4;4;3;5;2;3;2;5;5;4;5;3;4;5;2;4;3;4;4;3;4;4;2;5;3;2;2;4;5;2;4;2;4;5;2;3;2;3;5;5;5;3;4;5;2;5;7;7;7;7;7;7;7;7;7;7
3047;3;4;3;4;4;3;4;3;3;2;4;2;4;5;5;3;4;4;4;3;3;4;3;4;4;4;3;3;2;4;3;4;4;3;4;3;4;3;3;3;3;4;3;5;4;2;3;3;3;4;5;7;5;6;5;5;5;5;3;6
3048;4;4;4;1;3;2;4;5;1;5;3;5;4;3;4;2;4;5;1;4;2;3;3;2;4;4;3;4;1;1;2;2;5;2;4;3;4;4;1;2;3;4;4;1;4;2;4;5;1;3;6;6;6;5;6;5;6;5;7;6
3049;5;4;4;2;4;5;3;4;4;4;4;2;4;4;5;5;3;3;3;5;5;2;3;2;4;5;2;3;1;2;5;4;3;4;5;5;4;3;4;2;5;4;1;4;3;5;2;3;1;5;7;7;6;1;6;3;5;7;7;7
3050;2;2;2;3;2;3;3;3;4;2;4;4;3;4;2;3;3;3;5;2;3;2;2;2;3;3;3;2;4;2;3;3;3;4;3;3;3;3;4;2;2;3;3;4;3;3;3;3;4;3;5;5;6;3;5;2;2;2;2;2
3051;4;4;4;4;4;4;4;3;3;4;5;4;4;2;5;2;4;3;4;4;4;4;3;3;3;4;3;4;3;4;4;4;3;3;4;3;4;3;3;3;3;4;3;3;4;3;4;3;3;3;5;5;4;4;5;4;5;5;6;7
3052;4;2;5;4;3;2;4;5;2;4;4;5;5;4;3;2;4;4;3;4;3;2;4;4;4;4;4;4;4;4;3;2;5;4;4;2;4;4;3;2;3;4;5;4;4;3;3;5;3;4;7;7;7;7;7;5;6;3;7;7
3053;4;4;2;4;4;3;4;1;3;3;4;3;2;4;5;3;4;4;4;4;4;4;3;3;3;4;4;2;2;2;4;3;2;3;4;4;3;4;3;2;4;4;3;4;3;3;4;4;4;3;6;5;4;6;3;4;4;2;3;4
3054;3;4;3;4;3;2;4;5;3;4;2;4;4;4;3;3;4;4;3;3;2;4;5;4;3;3;3;3;3;4;2;4;3;2;3;2;4;5;3;2;1;4;4;2;3;2;3;5;3;3;5;5;5;5;5;3;3;4;4;5
3055;3;5;5;3;5;3;5;5;2;5;4;4;4;3;4;3;5;5;1;5;4;5;4;3;4;4;3;5;3;4;3;5;5;2;5;3;5;5;1;3;2;4;5;2;4;2;4;5;1;4;7;7;7;7;7;7;7;7;7;7
3056;4;5;2;2;4;4;5;4;3;3;4;3;4;4;4;4;4;4;3;2;4;5;4;4;3;4;2;5;2;4;4;5;4;3;3;2;4;2;2;2;3;4;4;2;2;4;4;4;2;3;5;7;6;6;6;3;3;2;7;7
3057;4;5;3;3;3;4;4;2;4;5;4;3;4;5;4;4;5;2;4;4;4;4;2;4;3;4;5;2;3;3;4;4;2;3;3;4;4;5;3;3;4;5;4;3;3;4;4;4;3;3;6;6;6;6;6;6;6;2;6;7
3058;3;5;3;2;4;3;5;3;3;3;4;5;4;4;3;3;4;4;4;3;4;4;3;3;3;3;2;4;2;3;4;1;4;2;4;2;4;4;2;3;3;4;3;3;4;4;4;4;2;3;6;6;6;6;6;6;6;6;6;6
3059;3;5;4;1;3;4;5;5;2;3;5;5;4;3;2;3;3;5;1;3;4;4;5;4;3;5;1;5;1;3;4;4;5;1;3;2;4;5;1;3;4;4;2;1;3;4;4;4;1;3;7;7;7;5;2;6;6;6;7;7
3060;4;5;3;4;4;5;5;2;3;3;4;4;5;5;3;5;5;4;3;2;5;5;3;5;4;5;5;5;4;4;4;5;4;2;4;4;4;5;2;4;4;4;3;4;5;4;5;4;3;3;6;6;3;5;3;5;5;3;5;7
3061;3;4;4;2;3;4;4;3;2;4;4;2;3;2;3;4;2;3;3;4;4;4;3;2;3;4;4;3;3;4;3;4;3;3;2;3;4;2;3;2;4;3;3;2;4;3;3;3;3;3;5;6;3;3;5;6;6;6;6;5
3062;3;4;2;2;4;3;4;4;3;4;4;5;2;3;4;3;4;4;2;3;3;4;3;3;3;4;2;4;2;4;3;4;4;3;3;2;3;4;2;3;3;3;4;2;4;4;3;4;2;4;7;7;7;6;7;7;7;7;7;7
3063;4;4;2;4;4;3;3;5;3;4;4;5;4;4;4;2;4;4;3;4;3;4;3;4;4;4;3;4;3;4;2;3;4;2;2;2;3;5;2;4;2;4;4;3;4;4;4;4;3;4;5;5;4;4;5;3;4;5;2;6
3064;2;5;3;2;4;4;4;3;2;5;4;5;2;3;3;2;3;5;1;4;2;4;2;4;4;3;2;2;2;5;3;5;2;1;3;1;3;4;2;4;4;4;4;4;4;1;4;4;1;5;6;7;7;6;6;7;6;3;5;7
3065;3;5;4;3;3;4;5;2;2;4;4;5;3;4;2;3;5;5;2;4;5;5;4;4;3;4;4;4;3;3;5;5;2;3;3;2;5;5;2;2;2;4;2;2;4;5;5;4;2;3;7;6;3;5;7;4;5;7;6;7
3066;4;2;4;4;4;2;4;2;2;2;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;2;4;2;4;2;4;4;4;4;4;4;4;4;2;4;5;5;3;5;3;5;5;3;3;3
3067;4;5;3;3;4;3;5;3;2;2;4;5;5;4;5;3;5;5;2;2;4;5;4;1;5;4;5;3;3;5;4;5;4;2;4;2;5;5;2;2;3;4;3;3;3;4;4;4;2;4;6;6;7;6;7;6;6;7;7;7
3068;4;4;4;2;3;4;4;4;2;3;4;4;4;3;4;4;4;4;2;4;4;4;3;2;4;4;4;4;2;4;4;4;4;2;4;2;4;4;2;3;3;4;3;3;4;4;4;3;2;3;6;6;7;6;4;6;6;6;6;6
3069;4;4;3;2;4;4;3;2;2;3;4;4;3;1;4;3;3;4;1;3;3;3;2;2;3;5;2;2;1;3;2;3;3;2;4;3;3;4;1;2;4;3;2;1;2;4;3;2;1;3;6;6;7;6;7;6;6;7;7;7
3070;4;1;5;4;5;4;4;3;2;2;5;4;4;4;4;4;5;4;2;2;5;5;4;4;3;5;4;4;3;4;5;5;4;2;4;2;4;4;2;2;4;4;3;2;4;4;4;2;2;4;7;7;7;7;7;7;7;1;7;7
3071;3;5;3;3;5;2;4;3;3;5;2;5;5;5;2;2;5;5;2;4;3;5;3;4;3;4;3;5;3;4;3;4;4;3;4;2;4;4;3;2;1;5;3;3;4;2;4;3;3;3;7;7;5;4;3;4;4;7;4;4
3072;4;4;3;2;4;3;4;2;2;3;3;4;3;4;3;2;4;4;4;3;3;4;4;2;4;3;4;3;2;4;2;4;4;4;4;1;4;4;3;1;1;4;4;3;3;1;4;4;4;4;6;6;5;6;6;3;4;2;2;2
3073;4;4;3;1;5;4;4;5;1;5;2;4;4;4;5;4;3;5;4;5;3;4;4;2;4;5;1;5;1;5;2;4;2;2;5;5;3;2;1;4;4;3;1;4;4;4;4;4;3;5;7;7;3;7;5;4;4;7;3;3
3074;3;5;2;3;3;3;4;4;3;3;3;5;4;4;2;2;4;5;2;3;3;4;2;3;3;3;4;4;2;3;4;4;4;2;3;1;4;4;2;3;2;4;3;3;3;3;4;2;2;3;6;6;3;5;7;4;6;3;5;7
3075;4;5;4;4;4;5;4;5;2;3;5;5;4;4;4;2;5;5;3;3;4;5;4;4;4;1;5;5;4;5;5;5;5;3;4;2;4;5;4;1;3;4;4;3;3;5;4;3;3;3;7;7;7;3;3;7;5;3;3;7
3076;2;4;4;2;3;3;4;4;2;2;2;5;4;3;2;2;4;4;3;2;3;4;2;2;2;2;2;4;2;4;2;4;3;2;4;2;4;4;2;2;2;4;3;3;4;2;3;3;3;2;6;5;5;6;4;4;4;3;4;6
3077;4;5;3;3;4;4;5;3;4;2;5;5;5;4;2;3;5;5;4;3;4;5;4;4;4;5;4;5;2;4;4;5;5;2;5;3;5;5;1;3;4;4;4;3;4;4;4;4;2;4;4;6;5;6;3;5;5;3;3;3
3078;4;2;4;4;4;2;4;4;2;2;4;5;4;4;2;4;4;2;2;2;4;4;4;4;4;4;4;4;4;4;2;4;4;2;4;4;4;4;2;2;4;4;2;4;4;4;4;4;2;4;7;7;7;7;7;7;7;7;7;7
3079;3;5;3;2;4;2;4;4;1;4;3;5;5;3;3;3;4;5;1;5;4;4;3;1;4;4;4;5;1;3;4;4;3;2;4;2;4;4;1;3;3;4;4;1;3;4;5;4;1;3;7;7;6;6;6;6;7;3;5;6
3080;4;5;4;2;4;4;4;4;2;4;4;5;4;4;3;2;5;5;4;4;4;5;2;3;3;5;3;4;2;4;4;4;4;2;4;2;4;4;2;3;3;4;4;2;4;3;4;4;2;3;6;6;7;6;6;6;6;3;7;7
3081;3;5;3;2;3;2;4;5;2;4;4;4;3;4;3;2;4;5;5;5;3;4;4;3;3;4;4;3;3;4;3;4;5;2;3;2;4;5;1;2;3;4;4;3;4;3;3;3;1;3;7;5;7;6;1;7;6;7;6;7
3082;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4
3083;4;5;3;1;5;4;4;4;2;4;4;4;3;3;3;4;4;4;2;3;3;4;3;2;4;4;4;5;1;3;4;4;3;2;5;3;4;4;1;3;4;4;4;2;3;5;4;4;2;3;7;7;7;6;7;6;6;7;7;7
3084;4;4;3;2;4;4;4;4;2;4;4;5;4;4;4;4;4;5;2;3;4;5;2;2;4;4;4;4;3;4;4;4;4;1;4;2;4;4;2;3;3;4;3;1;4;5;4;4;1;4;7;6;6;7;6;5;5;5;7;7
3085;4;4;4;2;3;1;4;5;2;4;3;4;4;4;2;2;3;4;2;3;2;4;3;2;4;2;2;4;2;4;2;3;4;2;3;2;3;4;2;4;4;3;4;4;5;2;4;4;2;4;7;7;7;7;6;7;7;2;6;7
3086;3;4;4;1;5;2;4;4;2;5;4;5;4;4;2;3;5;4;2;4;4;4;3;2;4;4;3;4;2;4;4;4;3;2;4;3;4;4;1;4;3;4;4;2;4;4;5;4;2;5;6;6;6;6;6;6;6;6;6;7
3087;3;2;4;2;4;2;4;5;2;3;3;3;2;2;3;3;2;5;2;3;3;3;2;2;3;4;2;4;2;4;4;3;4;2;4;2;3;2;2;2;3;3;4;2;4;2;4;4;2;3;5;5;5;6;5;4;4;5;5;3
3088;4;4;3;3;3;4;4;3;2;3;4;4;4;3;3;4;3;3;3;3;3;4;3;3;3;3;3;4;2;3;4;4;3;2;3;3;3;3;3;3;3;3;3;3;3;4;4;4;2;3;7;7;6;6;6;6;7;7;7;6
3089;2;2;5;5;2;4;4;4;4;1;4;5;4;5;2;2;4;4;4;2;4;5;4;4;4;4;4;4;2;4;4;5;4;3;3;2;4;5;3;1;4;3;5;2;4;2;4;5;2;2;7;7;7;6;7;4;7;1;1;1
3090;2;4;3;1;4;3;4;4;2;4;4;5;4;2;3;3;4;5;1;4;4;4;3;2;4;4;3;4;1;4;4;4;4;1;4;3;3;5;1;3;3;3;3;2;4;4;4;3;1;4;6;6;7;7;6;6;5;7;7;4
3091;2;4;2;2;3;2;4;3;3;3;3;5;3;2;2;2;4;4;2;3;3;4;3;2;2;3;2;4;2;4;2;4;2;3;2;2;4;5;2;1;1;4;3;2;4;2;4;3;2;2;6;6;5;5;3;5;6;5;7;7
3092;4;4;4;3;4;4;4;4;2;4;4;4;4;4;4;4;4;4;2;4;4;4;3;3;4;4;4;4;2;4;4;4;4;2;4;2;4;4;2;4;4;4;4;2;4;4;4;4;2;4;6;6;6;6;6;6;6;6;6;6
3093;2;4;5;4;3;3;4;2;4;4;2;5;4;4;2;3;4;3;4;3;3;3;3;4;4;4;4;4;4;2;2;3;4;4;4;1;4;2;4;2;2;4;2;4;5;2;4;4;3;3;4;4;3;4;3;3;4;3;5;3
3094;4;5;4;2;2;5;5;2;2;2;5;5;4;4;3;3;5;4;2;3;5;4;3;4;4;4;2;2;4;5;4;5;3;2;4;4;5;5;3;2;4;4;4;4;5;4;5;4;3;4;6;7;7;2;7;6;6;7;7;7
3095;4;3;4;3;3;3;3;4;3;3;4;4;3;4;4;3;4;4;4;3;3;4;2;3;3;4;3;3;2;3;4;3;2;3;3;3;4;4;2;3;3;4;3;3;3;4;3;3;2;3;5;5;5;5;4;5;5;4;6;6
3096;4;4;2;4;4;5;5;1;2;5;5;3;5;4;5;5;4;3;1;4;5;4;1;3;3;5;5;1;4;5;4;5;4;3;4;5;4;3;3;4;5;5;2;3;3;5;3;4;1;5;7;7;6;5;7;6;5;5;5;6
3097;4;5;4;5;4;3;5;4;3;3;4;4;4;5;3;2;4;4;3;3;4;4;4;4;3;4;3;4;3;4;3;5;5;3;4;2;4;5;3;3;2;4;4;4;5;4;4;5;3;4;7;6;5;4;6;6;6;6;4;6
3098;3;4;4;2;3;3;4;3;2;3;3;5;3;4;3;2;4;4;2;3;3;2;4;3;3;4;4;4;2;3;3;4;5;1;3;1;4;5;4;2;2;4;4;2;4;3;4;4;1;3;5;5;6;3;3;5;5;5;6;6
3099;3;2;4;3;3;1;2;5;3;3;3;4;4;3;3;2;2;4;3;3;2;2;3;3;4;2;4;4;3;3;1;4;4;3;4;1;2;4;2;3;1;3;3;3;4;2;3;3;2;3;6;5;4;5;2;5;6;6;4;4
